,Unnamed: 0,url,domain,post_id,published,author,flow,polling,content_len,title,comments,favs,views,votes_plus,votes_minus,views_lognorm,favs_lognorm,comments_lognorm
3712,3712,https://geektimes.ru/post/29358/,geektimes.ru,29358,2008-07-18 15:36:00,@indigo,,False,2609,New Level,31,2,198,14.0,6.0,-0.741735694848,-0.28333936719,0.17063309316
3713,3713,https://geektimes.ru/post/29360/,geektimes.ru,29360,2008-07-18 15:59:00,@alizar,,False,1103,Годовой доход Microsoft достиг $60 млрд,24,3,677,27.0,5.0,0.238366398779,-0.0285521134416,-0.0202552019682
3714,3714,https://habrahabr.ru/post/29362/,habrahabr.ru,29362,2008-07-18 17:02:00,@evgvolnov,misc,False,5633,Бесплатно не всегда плохо!,0,0,361,0.0,0.0,-0.590888174652,-1.51076209438,-2.75217263449
3715,3715,https://habrahabr.ru/post/29363/,habrahabr.ru,29363,2008-07-18 17:04:00,@juks,misc,False,449,Выкл,99,3,199,2.0,0.0,-0.996977070739,-0.586749569998,1.00758121649
3716,3716,https://habrahabr.ru/post/29364/,habrahabr.ru,29364,2008-07-18 17:05:00,@evgvolnov,misc,False,5633,Бесплатно не всегда плохо!,10,3,293,11.0,4.0,-0.730280263612,-0.585801567873,-0.78344081414
3717,3717,https://habrahabr.ru/post/29366/,habrahabr.ru,29366,2008-07-18 17:15:00,@laika,misc,False,1256,Куда идем вечером?,32,6,176,20.0,15.0,-1.07725735898,-0.213672862597,0.108708786502
3718,3718,https://habrahabr.ru/post/29367/,habrahabr.ru,29367,2008-07-18 17:28:00,@alizar,misc,False,2873,Исправление репутации в онлайне: новый бизнес,48,12,183,18.0,4.0,-1.04785833415,0.197664119302,0.429432871064
3719,3719,https://habrahabr.ru/post/29368/,habrahabr.ru,29368,2008-07-18 19:12:00,@gansik,develop,False,110,Семантика и профессионализм,127,62,758,45.0,8.0,-0.0754295039186,1.24491403804,1.2057570146
3720,3720,https://habrahabr.ru/post/29370/,habrahabr.ru,29370,2008-07-18 20:05:00,@Shpankov,develop,False,975,Встреча с Opera Software в Москве,22,4,184,29.0,3.0,-1.04365714833,-0.443225990544,-0.191040323605
3721,3721,https://habrahabr.ru/post/29372/,habrahabr.ru,29372,2008-07-18 20:20:00,@stirbu,develop,False,647,Что стало с SQL Turbo (Imceda Software ),6,0,224,1.0,1.0,-0.906801613863,-1.51354337626,-1.15746886575
3722,3722,https://habrahabr.ru/post/29373/,habrahabr.ru,29373,2008-07-18 20:23:00,@KonishchevDmitry,develop,False,9267,Назначение имен заголовкам табов в Vim,18,16,927,2.0,0.0,0.0672153082507,0.374760898334,-0.343163489854
3723,3723,https://habrahabr.ru/post/29375/,habrahabr.ru,29375,2008-07-18 20:55:00,@oleganza,develop,False,9493,Io Language: Система сообщений,20,12,1000,27.0,0.0,0.119144561802,0.195835435244,-0.261326413672
3724,3724,https://geektimes.ru/post/29379/,geektimes.ru,29379,2008-07-18 22:50:00,@ceesaxp,,False,1948,Теперь и в Китае…,22,0,144,24.0,9.0,-0.995239515227,-1.25178105062,-0.0840947386567
3725,3725,https://habrahabr.ru/post/31650/,habrahabr.ru,31650,2008-07-19 01:48:00,@vodka_ru,develop,False,4471,Symfony,8,3,887,9.0,3.0,0.0384576854795,-0.587417569289,-0.949529088761
3726,3726,https://habrahabr.ru/post/29387/,habrahabr.ru,29387,2008-07-19 03:48:00,@Ragnar,misc,False,388,Сколько людей обитает на хабре?,5,0,155,2.0,14.0,-1.15833023865,-1.50948360658,-1.27710262451
3727,3727,https://geektimes.ru/post/29392/,geektimes.ru,29392,2008-07-19 12:31:00,@daeq3,,False,1870,Facebook подаёт в суд на немецкий клон Facebook,230,4,1400,76.0,4.0,0.815138394169,0.172445155809,1.70374348801
3728,3728,https://geektimes.ru/post/29393/,geektimes.ru,29393,2008-07-19 12:49:00,@Molodov,,False,3470,Выжить в походе. Пособие для гиков.,28,0,741,21.0,21.0,0.303143861843,-1.24492623727,0.0930822097446
3729,3729,https://habrahabr.ru/post/29394/,habrahabr.ru,29394,2008-07-19 12:53:00,@quark,develop,False,3721,Новый билд. Новые эксперименты…,53,2,185,49.0,17.0,-1.0363537473,-0.768994045771,0.508788383631
3730,3730,https://habrahabr.ru/post/29405/,habrahabr.ru,29405,2008-07-19 16:38:00,@mikedin,misc,False,280,А где же суперхабр и вообще?,114,2,173,3.0,0.0,-1.08159875811,-0.767813513081,1.12065945137
3731,3731,https://geektimes.ru/post/29407/,geektimes.ru,29407,2008-07-19 17:20:00,@akral,,False,2522,Ubisoft выпускает патчем к новой «Rainbow Six» крек от RELOADED!,76,3,2900,54.0,8.0,1.38520999802,-0.0177680111018,0.841448767876
3732,3732,https://habrahabr.ru/post/29410/,habrahabr.ru,29410,2008-07-19 18:48:00,@katremer,develop,False,744,Окно Vim на полный экран в Windows,23,5,2100,1.0,0.0,0.631242979791,-0.30822029263,-0.153557772201
3733,3733,https://habrahabr.ru/post/29411/,habrahabr.ru,29411,2008-07-19 19:10:00,@FUEL,design,False,6578,Подача ошибок. Часть 1. Вступление.,82,84,1600,1.0,0.0,0.443629720566,1.44938008752,0.853015689332
3734,3734,https://habrahabr.ru/post/31651/,habrahabr.ru,31651,2008-07-19 20:18:00,@nik,management,False,9638,Совместная разработка с помощью Subversion,94,134,4600,49.0,9.0,1.16831282508,1.75030695655,0.960824422267
3735,3735,https://habrahabr.ru/post/29414/,habrahabr.ru,29414,2008-07-19 20:23:00,@amonra,misc,False,1764,Детективное развитие русского стартапа StumbleAudio.,10,12,290,12.0,7.0,-0.730980772161,0.196357882633,-0.79079117562
3736,3736,https://habrahabr.ru/post/29418/,habrahabr.ru,29418,2008-07-19 21:35:00,@skam,misc,False,2504,Facebook наносит первый удар. «ВКонтакте» стоять и бояться!,20,0,210,14.0,21.0,-0.950844820226,-1.4985092077,-0.264035985712
3737,3737,https://habrahabr.ru/post/29423/,habrahabr.ru,29423,2008-07-20 00:21:00,@cherry,admin,False,538,"Хе-хе… Get ready for another year of Yahoo! Domains ,-) готовим по $35 на продление доменов :)",68,0,185,24.0,6.0,-1.0352931534,-1.49276631441,0.701911050317
3738,3738,https://geektimes.ru/post/29430/,geektimes.ru,29430,2008-07-20 05:40:00,@ade,,False,1414,Прошивка iPhone 2.0 взломана и разлочена,170,8,302,60.0,18.0,-0.414976459665,0.685866389885,1.45595069785
3739,3739,https://geektimes.ru/post/29432/,geektimes.ru,29432,2008-07-20 11:31:00,@DASpit,,False,7286,Как продлить жизнь (ресурс) литий-ионной аккумуляторной батареи,79,114,53900,55.0,3.0,3.68030471868,2.92326696557,0.870417553429
3740,3740,https://habrahabr.ru/post/29438/,habrahabr.ru,29438,2008-07-20 14:26:00,@absolvo,develop,False,1012,IE PNG Fix 2.0 Alpha 2 — теперь с поддержкой background position и background repeat,51,102,1900,48.0,5.0,0.556352995362,1.56066178914,0.475127762106
3741,3741,https://habrahabr.ru/post/29439/,habrahabr.ru,29439,2008-07-20 14:55:00,@DASpit,misc,False,501,Куда пропал тег sub?,1,1,171,1.0,0.0,-1.08864027707,-1.03181350314,-2.17631119486
3742,3742,https://habrahabr.ru/post/29440/,habrahabr.ru,29440,2008-07-20 15:32:00,@feedbee,develop,False,11108,Установка и настройка SVN (сервер+клиент),36,435,195000,66.0,9.0,3.72214883002,2.50018709662,0.20139788081
3743,3743,https://habrahabr.ru/post/35582/,habrahabr.ru,35582,2008-07-20 23:36:00,@Gunger,develop,True,1,Используете ли Вы смысловое разделение CSS-файлов?,2,0,404,4.0,4.0,-0.506827586787,-1.48330488765,-1.85328975977
3744,3744,https://habrahabr.ru/post/29466/,habrahabr.ru,29466,2008-07-21 00:06:00,@fxposter,develop,False,4764,Использование Zend_Db_Table,47,21,1700,1.0,0.0,0.460357573013,0.52812449959,0.404618776613
3745,3745,https://habrahabr.ru/post/29470/,habrahabr.ru,29470,2008-07-21 02:52:00,@dreg,admin,False,2471,"Linux-смартфон на базе openmoko уже в продаже, а стоит ли покупать?",52,3,310,30.0,0.0,-0.68332260498,-0.577087182441,0.48578818381
3746,3746,https://habrahabr.ru/post/29472/,habrahabr.ru,29472,2008-07-21 03:51:00,@zencd,misc,False,2712,«Персональные» блоги,31,3,247,1.0,0.0,-0.835356206027,-0.57615810608,0.0754458679358
3747,3747,https://geektimes.ru/post/29490/,geektimes.ru,29490,2008-07-21 13:38:00,@Tylerskald,,False,943,Внешние накопители XD1 от LG,7,0,411,7.0,2.0,-0.167542293752,-1.23885093273,-0.908375588391
3748,3748,https://habrahabr.ru/post/29493/,habrahabr.ru,29493,2008-07-21 14:21:00,@Tapac,develop,False,372,“Пасхальное яйцо” в WordPress 2.6,12,4,471,29.0,0.0,-0.395063045071,-0.428518285825,-0.651512428853
3749,3749,https://habrahabr.ru/post/29494/,habrahabr.ru,29494,2008-07-21 14:27:00,@neithere,develop,False,4112,Mercurial: как увидеть лес за деревьями?,4,22,1300,13.0,0.0,0.292596799351,0.564807162394,-1.42756713274
3750,3750,https://habrahabr.ru/post/29495/,habrahabr.ru,29495,2008-07-21 14:29:00,@alizar,misc,False,1596,OpenDNS зарабатывает $20 тыс. в день,18,19,385,1.0,0.0,-0.53211453787,0.472916240542,-0.337856589265
3751,3751,https://habrahabr.ru/post/29496/,habrahabr.ru,29496,2008-07-21 14:46:00,@aleks_raiden,misc,False,11912,"Y Combinator и 30 идей или рынков, в которые мы готовы инвестировать. Вольный перевод, часть 1.",40,38,439,23.0,2.0,-0.442383064987,0.907412658906,0.288070942054
3752,3752,https://habrahabr.ru/post/29497/,habrahabr.ru,29497,2008-07-21 14:58:00,@romanser,misc,False,2593,Сервис хранения паролей и раздачи их всем желающим,266,13,334,3.0,1.0,-0.627056677921,0.237659930131,1.81308822282
3753,3753,https://habrahabr.ru/post/29498/,habrahabr.ru,29498,2008-07-21 15:12:00,@Grayscale,develop,False,12107,Расставив все элементарные точки над «семантикой»,71,190,793,1.0,0.0,-0.0390535797397,1.94256790848,0.739753380291
3754,3754,https://habrahabr.ru/post/29499/,habrahabr.ru,29499,2008-07-21 15:24:00,@lomalkin,develop,False,119,JavaScript,73,4,663,34.0,20.0,-0.160767776962,-0.437703956158,0.760642152719
3755,3755,https://geektimes.ru/post/29501/,geektimes.ru,29501,2008-07-21 15:36:00,@alizar,,False,1773,Мобильники повысили смертность от молний в России,19,0,822,7.0,16.0,0.363018529896,-1.22894062685,-0.205880243074
3756,3756,https://habrahabr.ru/post/29502/,habrahabr.ru,29502,2008-07-21 15:44:00,@elena_m,misc,False,1828,Прототип и бета: от 2 недель до 3 месяцев,18,8,280,20.0,6.0,-0.746850552485,-0.054423895587,-0.345829969875
3757,3757,https://habrahabr.ru/post/29504/,habrahabr.ru,29504,2008-07-21 16:10:00,@dmodeus,develop,False,2565,Размышления о безопасности личных данных в professionali.ru,20,3,741,5.0,7.0,-0.0831134373714,-0.582913773463,-0.26394032641
3758,3758,https://geektimes.ru/post/31653/,geektimes.ru,31653,2008-07-21 16:49:00,@varlamov,,False,2191,Google будет использовать Бегун для монетизации YouTube?,39,3,439,1.0,0.0,-0.118919365632,-0.0328335858535,0.327893108448
3759,3759,https://habrahabr.ru/post/29506/,habrahabr.ru,29506,2008-07-21 17:04:00,@Kenobi,misc,False,6815,"Webmaster's PinkCamp, eduCamp и другие. Обзор секций на iCamp",10,0,176,20.0,5.0,-1.06180946252,-1.4862670111,-0.790287119213
3760,3760,https://habrahabr.ru/post/29510/,habrahabr.ru,29510,2008-07-21 17:35:00,@Disaview,misc,False,3377,Spb Day в Санкт-Петербурге,27,2,217,20.0,2.0,-0.916869535251,-0.765029159203,-0.0274253760736
3761,3761,https://habrahabr.ru/post/29516/,habrahabr.ru,29516,2008-07-21 18:21:00,@rengo,develop,False,466,Форматируем дату,7,0,297,9.0,5.0,-0.701379998069,-1.47955413343,-1.04944084218
3762,3762,https://geektimes.ru/post/29528/,geektimes.ru,29528,2008-07-21 19:45:00,@fontan_2,,False,625,"«То, где мы работаем ...»",18,5,438,19.0,3.0,-0.120392886888,0.315804133704,-0.246865196471
3763,3763,https://habrahabr.ru/post/29529/,habrahabr.ru,29529,2008-07-21 20:07:00,@HeadFore,misc,False,1372,coDraw — стартап за неделю,98,14,739,51.0,9.0,-0.078569736663,0.288350299955,1.00529573423
3764,3764,https://geektimes.ru/post/29530/,geektimes.ru,29530,2008-07-21 20:12:00,@Tigger,,False,1821,Одноклассники близки к самоокупаемости,19,0,193,16.0,6.0,-0.750251607722,-1.22848794522,-0.20663426167
3765,3765,https://habrahabr.ru/post/29535/,habrahabr.ru,29535,2008-07-21 21:53:00,@Shpankov,develop,False,5215,Конкурс от Opera Software на iCamp-2008,10,1,170,21.0,3.0,-1.08316705986,-1.02598843062,-0.802126203659
3766,3766,https://geektimes.ru/post/31654/,geektimes.ru,31654,2008-07-21 23:14:00,@mobilz,,False,10476,Создание и управление виртуальными командами,60,60,752,31.0,2.0,0.297576980676,2.30965908929,0.654779326194
3767,3767,https://habrahabr.ru/post/29538/,habrahabr.ru,29538,2008-07-21 23:43:00,@kronos,develop,False,7804,Rails+Sphinx=? Часть I,6,21,4200,0.0,0.0,1.10873019778,0.537245831533,-1.17116658949
3768,3768,https://habrahabr.ru/post/29693/,habrahabr.ru,29693,2008-07-22 01:29:00,@Bobos,develop,False,533,Хабр снова в опасносте!,62,0,205,41.0,9.0,-0.951492224201,-1.47560416559,0.639295587538
3769,3769,https://habrahabr.ru/post/29694/,habrahabr.ru,29694,2008-07-22 01:45:00,@garbuz,develop,False,43025,Основы Hibernate,112,404,237000,59.0,5.0,3.86275330036,2.448884976,1.1188584506
3770,3770,https://geektimes.ru/post/29698/,geektimes.ru,29698,2008-07-22 02:18:00,@ArMikael,,False,4325,Открытие блога «Технологии во благо»,19,5,225,45.0,3.0,-0.627841583216,0.31636150807,-0.209380705848
3771,3771,https://geektimes.ru/post/29699/,geektimes.ru,29699,2008-07-22 02:21:00,@Dimituri,,False,1598,Quick Look — теперь в иконках,48,4,334,22.0,7.0,-0.320420188728,0.15870208512,0.484315470492
3772,3772,https://geektimes.ru/post/29700/,geektimes.ru,29700,2008-07-22 03:00:00,@Tigger,,False,3127,Yahoo!: рак и щука договорились,7,0,213,8.0,0.0,-0.668088499346,-1.22946045574,-0.921514494984
3773,3773,https://habrahabr.ru/post/29704/,habrahabr.ru,29704,2008-07-22 08:41:00,@newildar,admin,False,5750,Звездный сайт,5,1,251,1.0,1.0,-0.806099824439,-1.01306485328,-1.29153371188
3774,3774,https://habrahabr.ru/post/29706/,habrahabr.ru,29706,2008-07-22 09:03:00,@bO_oblik,develop,False,8060,Меню «Гаражные двери»,102,133,660,,,-0.155343379615,1.7120389344,1.04240564594
3775,3775,https://habrahabr.ru/post/29708/,habrahabr.ru,29708,2008-07-22 09:52:00,@DASpit,misc,False,937,Счетчики просмотра топиков,9,1,237,1.0,0.0,-0.843615435699,-1.01238622361,-0.87121178959
3776,3776,https://geektimes.ru/post/29709/,geektimes.ru,29709,2008-07-22 10:07:00,@XXXVII,,False,3968,Почему я против Internet Explorer 6,43,0,461,10.0,24.0,-0.0694770392066,-1.22946045574,0.400073267119
3777,3777,https://habrahabr.ru/post/29711/,habrahabr.ru,29711,2008-07-22 10:23:00,@babai,misc,False,1638,Отношение к безопасности у нас и там,28,4,211,29.0,6.0,-0.919917253458,-0.418006881039,0.00330533728306
3778,3778,https://habrahabr.ru/post/29712/,habrahabr.ru,29712,2008-07-22 10:33:00,@Amamat,develop,False,1991,"«Лаборатория Касперского» сообщает об обнаружении червя, заражающего аудиофайлы",11,2,285,6.0,6.0,-0.716031377123,-0.747773800648,-0.720821800677
3779,3779,https://habrahabr.ru/post/29713/,habrahabr.ru,29713,2008-07-22 10:34:00,@badlittleduck,design,False,25643,"Успешный проект – проект, ориентированный на пользователя",65,128,1600,,,0.447361958289,1.68714790918,0.680228533376
3780,3780,https://habrahabr.ru/post/29714/,habrahabr.ru,29714,2008-07-22 11:04:00,@savinru,misc,False,5563,Конкурс от Opera Software на iCamp-2008,0,0,158,0.0,0.0,-1.11296629922,-1.45804263919,-2.76322305931
3781,3781,https://habrahabr.ru/post/29715/,habrahabr.ru,29715,2008-07-22 11:18:00,@hightower,misc,False,2636,Открылся Qik — сервис видеотрансляций с мобильного телефона,24,17,324,21.0,5.0,-0.627385547244,0.410935094535,-0.111260490568
3782,3782,https://habrahabr.ru/post/29718/,habrahabr.ru,29718,2008-07-22 11:27:00,@DZhon,develop,False,1540,qutIM v0.1.1 увидел свет.,4,3,184,7.0,2.0,-1.0070732553,-0.560379385725,-1.42491832785
3783,3783,https://habrahabr.ru/post/29724/,habrahabr.ru,29724,2008-07-22 12:51:00,@natio,develop,False,1942,Облако тэгов в веб-дизайне,14,4,262,12.0,6.0,-0.767042936746,-0.415391855895,-0.524197753238
3784,3784,https://habrahabr.ru/post/29726/,habrahabr.ru,29726,2008-07-22 13:13:00,@maniaque,misc,False,7204,О примере небольшого проекта,84,21,279,1.0,0.0,-0.723298047044,0.543100563947,0.892042495045
3785,3785,https://habrahabr.ru/post/31655/,habrahabr.ru,31655,2008-07-22 13:25:00,@sunnybear,develop,False,1401,DOM DocumentFragment: быстрее быстрого,10,45,3000,27.0,6.0,0.882153238223,1.0195722802,-0.778758874089
3786,3786,https://habrahabr.ru/post/29732/,habrahabr.ru,29732,2008-07-22 14:22:00,@coldFlame,misc,False,1216,"Взлом аккаунтов, суицид и понимание",22,0,372,30.0,9.0,-0.530231055444,-1.46012829825,-0.175009898817
3787,3787,https://habrahabr.ru/post/29738/,habrahabr.ru,29738,2008-07-22 14:44:00,@Shpankov,develop,False,2199,Мобильный отчёт Opera Software. Июнь 2008,0,0,169,6.0,3.0,-1.06147027293,-1.45490009412,-2.73804932988
3788,3788,https://geektimes.ru/post/29745/,geektimes.ru,29745,2008-07-22 15:54:00,@Molodov,,False,852,Мобильная Эйфелева,5,1,147,6.0,3.0,-0.955823229261,-0.62747193079,-1.15296239574
3789,3789,https://habrahabr.ru/post/29746/,habrahabr.ru,29746,2008-07-22 16:01:00,@Rizhikov,develop,False,3006,Новые редакции «Портал» и «Большой бизнес»,6,0,364,5.0,16.0,-0.539006814305,-1.44773550919,-1.13095190501
3790,3790,https://geektimes.ru/post/29747/,geektimes.ru,29747,2008-07-22 16:20:00,@zboris,,False,2521,"Apple продала рекордное количество Mac — 2,5 млн. в квартал!",11,0,140,14.0,8.0,-0.98937935366,-1.22250206993,-0.609092878004
3791,3791,https://habrahabr.ru/post/29748/,habrahabr.ru,29748,2008-07-22 16:25:00,@alizar,admin,False,1673,Десктоп с потреблением 2 Вт,29,4,748,1.0,0.0,-0.0488089308749,-0.404630245259,0.0512846260508
3792,3792,https://habrahabr.ru/post/29753/,habrahabr.ru,29753,2008-07-22 17:31:00,@pxx,design,False,3841,Обстановка в студии Pixar,5,5,566,15.0,4.0,-0.235330594911,-0.284848240367,-1.25233202835
3793,3793,https://habrahabr.ru/post/29754/,habrahabr.ru,29754,2008-07-22 17:32:00,@AntonShevchuk,develop,False,1913,Zend Framework 1.6.0,54,7,318,1.0,0.0,-0.628134845711,-0.0987265423065,0.548405993399
3794,3794,https://habrahabr.ru/post/29764/,habrahabr.ru,29764,2008-07-22 19:27:00,@mirritil,develop,False,2428,Хранение паролей considered harmful,47,2,570,1.0,0.0,-0.226373068082,-0.728570212462,0.438681111381
3795,3795,https://habrahabr.ru/post/29767/,habrahabr.ru,29767,2008-07-22 19:44:00,@Honeyman,develop,False,870,Django 1.0 alpha,5,1,248,1.0,0.0,-0.794170111332,-0.989926808264,-1.2457188695
3796,3796,https://habrahabr.ru/post/29771/,habrahabr.ru,29771,2008-07-22 22:23:00,@despoth,design,False,25352,Веб-типографика сегодня. Часть V,121,271,16800,2.0,0.0,2.09351163856,2.19530537689,1.19738456758
3797,3797,https://habrahabr.ru/post/29772/,habrahabr.ru,29772,2008-07-22 22:49:00,@stepan_ovchinnikov,misc,False,5753,Студенческий проект биржи недвижимости,91,6,713,32.0,9.0,-0.0752901789338,-0.180230690651,0.965611050367
3798,3798,https://habrahabr.ru/post/29774/,habrahabr.ru,29774,2008-07-22 23:24:00,@Stac,misc,False,259,Видео: партнеры говорят об iCamp,4,0,195,5.0,3.0,-0.958715532578,-1.43674670588,-1.39410235812
3799,3799,https://habrahabr.ru/post/29778/,habrahabr.ru,29778,2008-07-22 23:49:00,@cleg,develop,False,8798,Основы Python в кратком изложении,196,489,263000,2.0,0.0,3.96573447068,2.56396912445,1.5813464225
3800,3800,https://geektimes.ru/post/29782/,geektimes.ru,29782,2008-07-23 00:43:00,@AthirnEleidan,,False,5355,В противовес дизайн-сообществам,21,28,231,10.0,5.0,-0.59763125838,1.6814134448,-0.13624124914
3801,3801,https://geektimes.ru/post/29916/,geektimes.ru,29916,2008-07-23 02:54:00,@Dimituri,,False,2207,Рекламная кампания началась,235,2,266,61.0,6.0,-0.486358899068,-0.276878400919,1.71181238439
3802,3802,https://geektimes.ru/post/31658/,geektimes.ru,31658,2008-07-23 04:26:00,@Dimituri,,False,3554,Psystar поддержал новый распространитель хакинтошей,27,1,367,14.0,3.0,-0.234668516996,-0.624364796131,0.0440382311442
3803,3803,https://habrahabr.ru/post/29923/,habrahabr.ru,29923,2008-07-23 10:21:00,@bO_oblik,develop,False,1088,Пазлы на jQuery,10,5,2300,1.0,1.0,0.70740279169,-0.277733441314,-0.751688580572
3804,3804,https://habrahabr.ru/post/29934/,habrahabr.ru,29934,2008-07-23 12:53:00,@stepan_ovchinnikov,misc,False,4077,"Консультируйте бесплатно, и вам заплатят за работу",81,5,251,75.0,10.0,-0.781582306476,-0.277117033963,0.865956416087
3805,3805,https://habrahabr.ru/post/29937/,habrahabr.ru,29937,2008-07-23 13:00:00,@bkonst,develop,False,4792,Объединение JS-файлов 2.0 (1/2),70,45,1400,29.0,5.0,0.372672003652,1.0274297047,0.748365645541
3806,3806,https://habrahabr.ru/post/29940/,habrahabr.ru,29940,2008-07-23 13:29:00,@Tigger,misc,False,2880,"Microsoft, Yahoo, AOL, MySpace и снова Yahoo!",0,0,145,4.0,4.0,-1.14891284361,-1.42628172223,-2.68360588374
3807,3807,https://habrahabr.ru/post/29942/,habrahabr.ru,29942,2008-07-23 13:49:00,@elena_m,misc,False,7870,Как российскому стартапу преодолеть «Долину смерти»?,69,36,413,1.0,0.0,-0.443160585836,0.889190074211,0.737563474423
3808,3808,https://geektimes.ru/post/29943/,geektimes.ru,29943,2008-07-23 13:57:00,@Molodov,,False,892,"Bentley, теперь и ноутбук!",72,4,320,24.0,10.0,-0.339579134592,0.16384752854,0.784377382077
3809,3809,https://geektimes.ru/post/29945/,geektimes.ru,29945,2008-07-23 14:06:00,@Tylerskald,,False,650,Social Graph-добавка для Google Profile,2,2,195,3.0,2.0,-0.724410524133,-0.275791822651,-1.69944255775
3810,3810,https://habrahabr.ru/post/287524/,habrahabr.ru,287524,2008-07-23 14:06:00,@alizar,marketing,False,1529,Google завершает переговоры о покупке Digg за $200 млн,28,1,318,35.0,2.0,-0.617910280987,-0.978162003069,0.0320903065822
3811,3811,https://geektimes.ru/post/29950/,geektimes.ru,29950,2008-07-23 14:32:00,@leksus,,False,4363,Утилиты записи дисков,70,23,10200,26.0,10.0,2.37362106864,1.51602568356,0.765512122348
3812,3812,https://habrahabr.ru/post/29951/,habrahabr.ru,29951,2008-07-23 15:02:00,@dotfix,misc,False,1356,Быстрый поиск музыки и составления плей листов,118,11,411,41.0,17.0,-0.445600825388,0.168320425486,1.16099903904
3813,3813,https://habrahabr.ru/post/35592/,habrahabr.ru,35592,2008-07-23 15:03:00,@nik,develop,True,1,Сколько h1 вы используете при вёрстке?,2,0,212,1.0,3.0,-0.889143873844,-1.42120366525,-1.7823716409
3814,3814,https://habrahabr.ru/post/35593/,habrahabr.ru,35593,2008-07-23 15:37:00,@nik,develop,True,1,Как вы используете h1 при вёрстке?,39,0,1500,1.0,0.0,0.427500164182,-1.41637344818,0.290258380835
3815,3815,https://geektimes.ru/post/29955/,geektimes.ru,29955,2008-07-23 16:08:00,@netright,,False,1522,"Идем пешком, а Google нам поможет",39,11,86000,25.0,3.0,3.98107738498,0.907411390272,0.315023468603
3816,3816,https://habrahabr.ru/post/29956/,habrahabr.ru,29956,2008-07-23 16:45:00,@vitafil,design,False,679,Андрей Удалов о веб-юзабилити,7,0,301,6.0,6.0,-0.654689328072,-1.40896467629,-0.990002978458
3817,3817,https://habrahabr.ru/post/29958/,habrahabr.ru,29958,2008-07-23 16:54:00,@ykcyc,develop,False,1361,Абстрактная задачка про дни недели,101,10,603,29.0,16.0,-0.186971038665,0.123205881292,1.04833181416
3818,3818,https://habrahabr.ru/post/29959/,habrahabr.ru,29959,2008-07-23 16:57:00,@Setti,develop,False,955,Лучшие расширения для Firebug,25,118,613,58.0,3.0,-0.175685688584,1.64156985073,-0.0473638876494
3819,3819,https://geektimes.ru/post/29961/,geektimes.ru,29961,2008-07-23 17:32:00,@kirilldanchenko,,False,5405,Пересаживаем офис на Mаки: какие проблемы?,93,1,882,21.0,29.0,0.412465572991,-0.630547559325,0.976101731723
3820,3820,https://habrahabr.ru/post/29963/,habrahabr.ru,29963,2008-07-23 18:21:00,@AlexeyTokar,misc,False,1159,Прячем прочитанные комментарии,63,7,182,43.0,6.0,-0.990213477405,-0.0829465295176,0.675585308032
3821,3821,https://habrahabr.ru/post/29967/,habrahabr.ru,29967,2008-07-23 20:13:00,@DASpit,develop,False,8038,Язык программирования Форт,46,46,12000,48.0,7.0,1.83671884152,1.04272427977,0.426758930722
3822,3822,https://geektimes.ru/post/29972/,geektimes.ru,29972,2008-07-23 21:51:00,@0x62ash,,False,527,Adium: отсылка бесплатных SMS,84,21,438,57.0,8.0,-0.115156433111,1.42333699507,0.895675496177
3823,3823,https://habrahabr.ru/post/29980/,habrahabr.ru,29980,2008-07-24 00:59:00,@cleg,develop,False,5638,Основы Python — кратко. Строки.,108,235,147000,49.0,6.0,3.50731809292,2.07157887001,1.09702477625
3824,3824,https://geektimes.ru/post/29985/,geektimes.ru,29985,2008-07-24 03:23:00,@iLex,,False,1313,Apple без iКоны,61,0,182,1.0,0.0,-0.769110491362,-1.22193481451,0.643263570676
3825,3825,https://geektimes.ru/post/29989/,geektimes.ru,29989,2008-07-24 08:31:00,@andpey,,False,196,Knol открылся,12,1,342,18.0,4.0,-0.295496555732,-0.625347818705,-0.570479168657
3826,3826,https://habrahabr.ru/post/288146/,habrahabr.ru,288146,2008-07-24 08:38:00,@ruguevara,marketing,False,11655,"17 советов тем, кто хочет, чтобы о них писали блоггеры",61,45,375,46.0,6.0,-0.506560623891,1.01885659842,0.643592466052
3827,3827,https://habrahabr.ru/post/29996/,habrahabr.ru,29996,2008-07-24 09:54:00,@Apostol,develop,False,1290,«Удобная» регистрация,59,13,449,2.0,0.0,-0.386820843353,0.263308088167,0.616178216307
3828,3828,https://habrahabr.ru/post/29998/,habrahabr.ru,29998,2008-07-24 11:13:00,@0xBA0BAB,develop,False,555,Слайды на CSS,5,1,400,1.0,1.0,-0.462766649399,-0.970387417325,-1.23888822168
3829,3829,https://habrahabr.ru/post/30001/,habrahabr.ru,30001,2008-07-24 11:35:00,@alexandrov,develop,False,5044,В ожидании KDE 4.1,98,2,289,46.0,6.0,-0.675336571592,-0.709087438657,1.01956159493
3830,3830,https://habrahabr.ru/post/30004/,habrahabr.ru,30004,2008-07-24 11:44:00,@dmitrysatin,design,False,3588,Юзабилити Бюллетень. Выпуск № 20,1,10,286,,,-0.681130695829,0.115950221569,-2.11921249424
3831,3831,https://geektimes.ru/post/30006/,geektimes.ru,30006,2008-07-24 12:33:00,@bb5000,,False,8401,Учимся отдыхать,21,27,1600,25.0,7.0,0.859297674288,1.62808592757,-0.158483276537
